title,content,label,media
Alasan Biden Sebut Tetangga RI Negara 'Kanibal' sampai PM Tak Terima,"Sebutan yang tampak seperti hinaan itu diutarakan Biden saat menceritakan kisah pamannya yang merupakan mantan militer AS dan pernah diterjunkan ke Papua Nugini saat Perang Dunia II.Biden mengungkapkan cerita pamannya itu seusai mengunjungi tugu peringatan yang berada di Pennsylvania, AS, pada Rabu (17/4).Pamannya yang kerap disebut Biden sebagai ""Uncle Bosie"" merupakan seorang Letnan dua bernama Ambrose Finnegan. Dia bertugas di wilayah Asia-Pasifik saat PD II berlangsung.""Mereka tidak pernah menemukan jenazahnya. Tapi pemerintah kembali, ketika saya pergi ke sana, dan mereka memeriksa dan menemukan beberapa bagian pesawat dan sejenisnya,"" ujar Biden.
Mendengar hal itu, Perdana Menteri Papua Nugini James Marape marah dan tak terima lantaran negaranya dicap sebagai 'kanibal'.Marape menyebut Biden menyiratkan pesan dari cerita paman nya yang dimakan oleh sosok kanibal, usai pesawatnya ditembak jatuh di PNG selama Perang Dunia II.Pernyataan Biden menuai kontroversi dan polemik karena hubungan antara PNG dan AS sebelumnya berjalan dengan mulus.Namun, juru bicara Kementerian Luar Negeri AS mengklaim bahwa Biden hanya bermaksud untuk menceritakan kisah seorang pahlawan sebagai bentuk penghargaan.Ia juga menambahkan bahwa AS menghormati budaya yang ada di PNG.""Kami menghormati masyarakat dan budaya Papua Nugini dan tetap berkomitmen untuk memajukan hubungan saling menghormati di antara negara-negara demokrasi kita,"" ungkap seorang juru bicara Kementerian Luar Negeri AS.AS telah menjalin hubungan lama dengan PNG sebagai perpanjangan tangan pengaruh politiknya di kawasan Indo-Pasifik. Berbagai perjanjian kerja sama di bidang pertahanan pun telah mereka sepakati.Namun, Washington hingga kini masih belum memberi tanggapan lebih lanjut terkait respon dari PM PNG tersebut. ",politik,CNN
"Profil Kaoru Mitoma Winger Jepang di Brighton, Statistik, Harga","tirto.id - Kaoru Mitoma merupakan salah satu pesepakbola asal Jepang yang saat ini tengah bersinar di Liga Inggris (EPL) 2022/2023 bersama klub Brighton & Hove Albion, atau selepas era Shinji Kagawa di Manchester United. Lalu seperti apa sosok Kaoru Mitoma? Berikut profil winger muda berbakat tersebut, lengkap dengan statistik dan kisaran harga pasarnya.



Mengutip dari transfermarkt, Kaoru Mitoma merupakan gelandang sayap muda kelahiran Kawasaki, Kanagawa, Jepang, pada 20 Mei 1997. Saat ini Mitoma bermain untuk klub di Liga Primer Inggris, Brighton & Hove Albion sekaligus bagian dari Tim Nasional Jepang.




Baca juga: Karim Benzema di Persimpangan Prestasi dan Kontroversi





Profil Kaoru Mitoma




Sebelum menjadi pemain profesional, karir junior Kaoru Mitoma sempat diwarnai dengan membela Saginuma SC, Kawasaki Frontale (2007-2015), serta menjadi pemain andalan di Universitas Tsukuba (2016-2019).Pada 2016 Mitoma terpilih menjadi bagian dari tim Frontale U18, kemudian mulai 1 April 2016 berlabuh di Tsukuba University. Dua tahun berselang, Mitoma menandatangani kontrak bersama tim senior Kawasaki Frontale dengan status pinjaman.Pada 31 Januari 2019, Mitoma kembali ke Tsukuba University dengan biaya transfer mencapai Rp869,08 juta. Setelah beberapa kali berpindah dari Tsukuba ke Frontale dan sebaliknya, pada 10 Agustus 2021 Mitoma berlabuh ke Liga Inggris bersama klub Brighton & Hove Albion dengan biaya transfer sebesar Rp52,13 miliyar.Akan tetapi hanya sehari berselang, Mitoma oleh Brighton lantas dipinjamkan terlebih dahulu ke klub asal Jerman, Union SG. Enam bulan berselang, Mitoma kembali pulang ke Brighton.Sepanjang musim ini berkarir bersama Brighton, Mitoma sudah tampil sebanyak 24 kali di Liga Inggris (EPL) dengan torehan 7 gol dan 5 assist. Kemudian 4 kali tampil di FA Cup, ia menyumbang 2 gol dan 2 assist, serta 3 kali bermain di EFL Cup dengan catatan 1 gol.  Mitoma yang saat ini menginjak usia 25 tahun, telah menandatangani kontrak bersama Brighton dengan durasi hingga 30 Juni 2025. Dengan grafik performa yang terus meningkat, kisaran harga pasar Mitoma pun melejit hingga Rp382,49 milyar. Sejauh ini rekor performa terbaik Mitoma sepanjang satu musim kompetisi, ia torehkan ketika bermain untuk Kawasaki Frontale di Liga Jepang (J1-League) 2020. Dari total 30 penampilan, ia menyumbang 13 gol dan 13 assist untuk timnya.Sedangkan jika dihitung secara total kontribusi Mitoma bersama Kawasaki Frontale dalam 62 penampilan, ia sukses membukukan 30 gol dan 20 assist. Lalu bersama Brighton sudah turun dalam 31 laga di semua kompetisi, dengan sumbangan 10 gol dan 7 assist.Mengenai level laga internasional, Kaoru Mitoma telah menorehkan 15 caps bersama Timnas Jepang, dengan sumbangan 15 gol dan 6 assist. Secara total sepanjang berkarir sebagai pemain profesional, Mitoma sudah tampil sebanyak 120 laga, dengan catatan 48 gol.
Baca juga:

Prediksi Sociedad vs Real Madrid Liga Spanyol 2023, H2H, Live
Jadwal DFB Pokal 2023: Prediksi Freiburg vs Leipzig di Kompas TV
Nottingham vs Brighton Liga Inggris 2023: Prediksi, H2H, Live



Tesis Kaoru Mitoma tentang Duel 1vs1 dengan Lawan
Salah satu hal menarik lain dari Kaoru Mitoma, adalah ia sempat menyusun tesis soal duel 1 vs 1 dengan pemain lawan, ketika menjalani studi di Fakultas Pendidikan Jasmani, Kesehatan dan Ilmu Keolahragaan Program Studi Kepelatihan Sepak Bola, Tsukuba University.Tesis milik Mitoma mengulas tentang pemrosesan informasi dari sisi penyerang dalam situasi satu lawan satu. Dalam penelitiannya, Mitoma mengulas dari sudut pandang pemain penyerang melihat pemain lawan dalam situasi satu lawan satu. Penelitian itu bertujuan untuk memperjelas hubungan antara kemampuan atletis pemain dengan pemrosesan visual, guna meningkatkan kemampuan serta memberikan kontribusi terhadap pelatihan dan pembinaan sepak bola.Mitoma juga menuliskan bahwa sebanyak 21 pemain bertipe ofensif di klub sepak bola Universitas Tsukuba, 10 di antaranya terampil, sedangkan 11 lainnya semi-keterampilan. Catatan ini menjadi subjek penelitian Mitoma.Metode yang dilakukan dalam penelitian ini, Mitoma membuat subjek melakukan serangan satu lawan satu di lapangan sepak bola, kemudian menerima bola dari jarak 3 meter serta menggiringnya ke arah pemain bertahan.Mitoma kemudian memasangkan kamera GoPro kepada kedua pemain untuk menganalisis tubuh pemain bertahan serta posisi di sekitarnya, terutama pemain yang akan melakukan serangan.Beberapa aspek yang dianalisis Mitoma yakni saat pemain melakukan tipuan dan menggiring bola ke arah lawan. Setelah itu, ia juga memberikan kuesioner kepada para pemain yang menjadi subjek, untuk mendapatkan informasi mengenai arah pandangan mereka terhadap lawan.Hasilnya, dari analisis gambar melalui GoPro yang dipasangkan itu mengungkapkan adanya perbedaan yang signifikan antara kelompok terampil dan semi terampil dalam hal memandang pemain bertahan, selama melakukan perangkap atau jebakan.Mitoma juga menemukan pada saat subjek melakukan trapping atau jebakan, para pemain yang terampil akan mengikuti bola dengan mata mereka, dan tetap mempertahankan pemain lawan di ujung pandangan mereka.Sedangkan pada saat menggiring bola, pemain terampil melihat pemain bertahan lebih terpusat ke arah horizontal dan ke bawah dalam bidang penglihatan mereka.Untuk hasil kuesionernya, menunjukan para pemain yang terampil melaporkan bahwa mereka fokus kepada bagian tubuh lawan yang lebih tinggi, yang konsisten dengan hasil analisis data gambar objektif.Mitoma kemudian memberikan kesimpulan bahwa kelompok terampil mampu menjaga lawan tetap berada di bagian tengah atas bidang penglihatan, serta mengenali situasi posisi di sekitarnya bahkan sebelum benar-benar menyentuh dan menguasai bola.Selain itu, kelompok terampil juga disebutkan cenderung mempertahankan postur tubuh yang tegak saat menggiring bola, dan menjaga lawan tetap berada di bagian bawah bidang penglihatan mereka.Akan tetapi, Mitoma juga menyadari bahwa tetap diperlukannya penelitian lebih lanjut untuk menyimpulkan apakah secara sadar menjaga pandangan tetap tinggi dapat meningkatkan keterampilan dalam sepak bola atau tidak.",olahraga,Tirto.ID
"Kompak Berkemeja Putih, Prabowo-Gibran Tiba di Kantor KPU RI","Keduanya berangkat bersama-sama dari kediaman Prabowo di Kartanegara IV, Jakarta Selatan, untuk menghadiri acara penetapan presiden dan wakil presiden terpilih.Keduanya kompak mengenakan kemeja putih. Saat keluar dari dalam rumah, Prabowo membuka kaca dan menyapa awak media di lokasi.""Semua hari ini kita menerima ketetapan dari KPU, dan kita akan mulai kerja keras, mempersiapkan diri,"" kata Prabowo di Kantor KPU RI, Jakarta Pusat.""Sekarang kewajiban kita semua untuk kerja sama. Rakyat berharap dan menuntut semua pimpinan politik untuk kerja sama, kerja untuk rakyat,"" tambahnya.KPU dijadwalkan akan menetapkan Prabowo-Gibran sebagai presiden dan wapres terpilih pada hari ini. Prabowo-Gibran meraup 96,2 juta suara atau 58,6 persen suara sah nasional di Pilpres 2024.Penetapan itu kembali dilakukan usai MK menolak gugatan sengketa hasil pilpres yang diajukan oleh Anies-Muhaimin dan Ganjar-Mahfud.Keputusan MK itu menguatkan kemenangan satu putaran Prabowo-Gibran usai unggul di 36 provinsi.",politik,CNN
"Hukuman Selesai, Sananta Bisa Main di Indonesia vs Korea Selatan U-23","Timnas Indonesia U-23 dipastikan tampil full team saat menghadapi Korea Selatan U-23 pada perempat final Piala Asia U-23.Pasalnya, hukuman kartu merah Ramadhan Sananta yang didapat pada pertandingan Indonesia vs Qatar di laga perdana Grup A Piala Asia U-23 2024 sudah berakhir.Kini Ramadhan Sananta siap kembali menambah pilihan di lini depan Timnas Indonesia U-23 menghadapi Korea Selatan.Imbas hukuman kartu merah lawan Qatar, Ramadhan harus absen saat Indonesia menang 1-0 atas Australia pada laga kedua Grup A dan ketika Tim Merah Putih membantai 4-1 Yordania pada laga ketiga Grup A Piala Asia U-23 2024.Dalam tiga pertandingan penyisihan Grup A Piala Asia U-23 2024 memang Shin Tae Yong lebih mempercayakan kepada Rafael Struick untuk menjadi starter di posisi lini depan Timnas Indonesia U-23.Sementara Ramadhan turun sebagai pemain pengganti saat Indonesia melawan Qatar. Kemudian saat Indonesia melawan Yordania, penyerang Timnas Indonesia U-23 lainnya yaitu Hokky Caraka juga tampil sebagai pemain pengganti.
Timnas Indonesia U-23vs Korea Selatan U-23 akan bertemu pada perempat final Piala Asia U-23 2024 yang digelar di Stadion Abdullah bin Khalifa, Doha, Kamis (25/4) malam waktu setempat atau Jumat (26/4) dini hari WIB.Timnas Indonesia U-23 lolos ke perempat final Piala Asia U-23 2024 sebagai runner up Grup A dengan koleksi enam poin dari tiga pertandingan yang dijalani.Sedangkan Korea Selatan U-23 lolos ke perempat final Piala Asia U-23 2024 sebagai juara Grup B dengan mengemas sembilan poin usai menyapu bersih tiga pertandingan dengan kemenangan.[Gambas:Video CNN]",olahraga,CNN
Shin Tae Yong: Sebenarnya Ingin Hindari Korea di Perempat Final,"Namun kenyataannya Timnas Indonesia U-23 dipastikan harus bertemu negara asal STY yaitu Korea Selatan di perempat final Piala Asia U-23 2024 pada Jumat (26/4) dini hari WIB.""Terkait pertandingan besok, saya sebenarnya ingin sekali menghindari Korea meski Jepang juga lawan yang sulit karena saya pernah menghadapi mereka [Jepang],"" kata Shin Tae Yong dalam konferensi pers, Rabu (24/4).""Tim Jepang mungkin dominan dalam pertandingan tapi kami bisa menghadapinya,"" ucap Shin Tae Yong menambahkan.Shin Tae Yong juga mengungkapkan bahwa dirinya sebenarnya ingin bertemu Korea Selatan nanti di partai final Piala Asia U-23 2024.""Sekali lagi, perasaan saya dengan pelatih Hwang Sun Hong dan Korea sebagai negara saya, saya ingin melawan Korea di final tapi takdirnya seperti ini,"" ucap Shin Tae Yong.""Situasi ini tidak menyenangkan tapi olahraga tetaplah olahraga dan pertandingan tetaplah pertandingan kami siap mengincar kemenangan untuk besok,"" kata STY menambahkan.
Meski demikian, STY menyadari menang melawan Korea Selatan tidak mudah. Apalagi, dia punya ikatan emosional dengan Korea Selatan.""ini pengalaman pertama lawan negara saya sendiri dan sulit bagi saya. Tapi tetap saja, jika saya tidak jadi pelatih Korea mungkin rasanya tidak sesulit ini,"" kata STY.""Saya melatih [timnas] Korea di U-20, U-23, dan senior. Saya menyanyi lagu kebangsaan Korea dan melatih sebaik mungkin bersama Korea, dan ini jadi sulit bagi saya,"" ujar STY menambahkan.[Gambas:Video CNN]",olahraga,CNN
Timnas Indonesia 2 Langkah Lagi ke Olimpiade,"Rizky Ridho dan kawan-kawan sudah masuk babak perempat final dan akan melawan Korea Selatan U-23. Sementara untuk meraih tiket tersisa ke Olimpiade, masih ada tiga setengah slot untuk wakil Asia.Penentuan wakil Asia yang bisa berlaga di Olimpiade ditentukan pada Piala Asia U-23 2024. Tiga negara teratas bakal otomatis meraih tiket ke pesta olahraga dunia yang digelar pada 26 Juli hingga 11 Agustus 2024.Dengan demikian Timnas Indonesia membutuhkan dua kemenangan lagi, yakni pada babak perempat final dan pada babak semifinal.Korea menjadi lawan yang ada di depan mata. Guna meraih tiket Olimpiade, kemenangan atas tim muda Taegeuk Warriors adalah hal yang harus dilakukan.Seandainya bisa masuk semifinal, maka Timnas Indonesia U-23 akan menghadapi pemenang laga Uzbekistan vs Arab Saudi. Skuad Garuda juga diwajibkan menang dalam laga semifinal menghadapi Uzbekistan atau Saudi untuk masuk Olimpiade.Tiket Olimpiade sudah di tangan jika skuad Garuda Muda masuk ke final, namun masih ada cara lain jika gagal masuk final yakni memenangi pertandingan perebutan peringkat ketiga.Andaikata masuk semifinal dan gagal ke final dan takluk pada pertandingan perebutan peringkat ketiga, cara tersisa adalah memenangi laga playoff wakil Asia melawan duta Afrika.Jika harus melewati playoff tersebut, Timnas Indonesia U-23 akan menghadapi Guinea yang berstatus sebagai peringkat keempat Piala Afrika U-23 2023.Timnas Indonesia kali terakhir tampil di Olimpiade pada 1956. Kala itu skuad yang diperkuat pemain-pemain seperti Maulwi Saelan, Mohammad Rasjid, Chairuddin Siregar, Ramlan Yatim, Kiat Sek Kwee, Liong Houw Tan, Endang Witarsa, Sian Liong Phwa, Ashari Danoe, Him Tjang Thio, dan Andi Ramang.[Gambas:Video CNN]",olahraga,CNN
"Daftar Pemain Voli Putra Indonesia SEA Games 2023, Posisi, Nomor","tirto.id - Daftar pemain voli putra Indonesia di SEA Games 2023 berkekuatan 14 pemain pilihan pelatih Jiang Jie. Klub Jakarta LavAni Allo Bank dan Jakarta Bhayangkara Presisi menjadi penyumbang anggota skuad terbanyak, dengan masing-masing 5 pemain di posisi berbeda.



Jiang Jie yang merupakan pelatih asal Cina memanggil 14 pemain terbaik untuk tim voli putra Merah Putih. Dari tim LavAni yang menjuarai Proliga 2023, Jie memanggil 5 pemain. Salah satunya adalah Dio Zulfikri yang merupakan kapten tim LavAni.



Dio tak hanya memimpin LavAni meraih gelar Proliga dalam 2 musim beruntun. Di Proliga 2023, atlet kelahiran 1996 itu juga menyabet gelar pribadi sebagai best setter.



Selain Dio, 4 anggota tim LavAni lain yang dipanggil ke SEA Games 2023 adalah Muhammad Malizi dan Hendra Kurniawan yang berposisi sebagai middle blocker. Kemudian Fahri Septian Putratama dan Boy Arnez yang bermain di posisi outside hitter.



Hendra mendapat predikat sebagai best blocker di Proliga 2023. Sedangkan Fahri diganjar status sebagai MVP, alias Pemain Terbaik Proliga 2023 berkat aksi gemilang membawa LavAni juara.Di sisi lain, Bhayangkara Presisi juga menyumbang 5 pemain termasuk kapten tim Nizar Julfikar. Dua middle blocker tim yang menjadi runner-up Proliga 2023 juga dipanggil Jie. Keduanya adalah Hernanda Zulfi dan Yudha Mardiansyah Putra.Hal menarik adalah posisi libero di skuad Indonesia, yang semuanya diborong oleh pemain Bhayangkara Presisi. Dalam setiap tim umumnya terdapat 2 libero, dan menjadi menarik ketika pelatih Jie menjatuhkan pilihan kepada Henry Ade Novian dan Fahreza Rakha Abhinaya yang bermain untuk Bhayangkara Presisi.Sementara keberadaan Rivan Nurmulki di tim Indonesia merupakan buah dari kerja kerasnya sebagai pemain andalan di Samator. Kendati timnya tak bermain bagus di final four, secara pribadi Rivan tetap bisa menyuguhkan performa terbaik. Hal itu terbukti dari predikat top skor di fase final four dengan 134 poin, atau mengungguli Daudi Okello dengan 129 poin.Dua pemain lain datang dari tim yang berbeda. Farhan Halim dari Jakarta STIN BIN yang juga diganjar sebagai best server di Proliga 2023. Selain itu terdapat Doni Haryono yang menjadi satu-satunya pemain yang berkiprah di liga luar Indonesia. Doni saat ini tercatat sebagai pemain VC Nagano Tridents di Jepang.
Baca juga:

Jadwal Voli SEA Games 2023 Indonesia vs Filipina di MNCTV 3 Mei
Jadwal Siaran Langsung Voli SEA Games 2023 & Jam Tayang MNCTV


Timnas voli putra Indonesia jelas dibebani misi mempertahankan medali emas SEA Games. Sebagai informasi, tim voli putra Indonesia meraih 2 emas dalam 2 edisi SEA Games terakhir. Tepatnya di Filipina 2019 dan Vietnam 2021 (digelar 2022).Bahkan tim voli putra Indonesia juga tercatat sebagai kolektor medali emas terbanyak di SEA Games. Total 11 kali Indonesia menjadi yang terbaik, termasuk ketika berjaya di rumah sendiri pada tahun 1987 dan 1997.Jumlah itu diikuti oleh Thailand dengan 8 medali emas, dan Myanmar dengan 3 medali emas. Menariknya, semua gelar Myanmar didapat ketika mereka masih bernama Burma.Fakta menarik lain dari tim voli putra di SEA Games adalah hanya 2 kali Indonesia gagal membawa pulang medali, yakni Malaysia 1977 dan 2001. Dari 22 kali keikutsertaan voli putra Indonesia di SEA Games, Merah Putih 20 kali bisa membawa pulang medali dalam warna apapun.
Daftar Pemain Voli Putra Timnas Indonesia di SEA Games 2023
Berikut adalah daftar 14 pemain putra Timnas Indonesia yang akan bermain di SEA Games 2023 Kamboja:1. Dio Zulfikri (Setter - DKI Jakarta - Jakarta LavAni Allo Bank)2. Muhammad Malizi (Middle Blocker - DKI Jakarta - Jakarta LavAni Allo Bank)3. Fahri Septian Putratama (Outside Hitter - DI Yogyakarta - Jakarta LavAni Allo Bank)4. Boy Arnez (Outside Hitter - Jawa Barat - Jakarta LavAni Allo Bank)5. Hendra Kurniawan (Middle Blocker - Jawa Barat - Jakarta LavAni Allo Bank)6. Farhan Halim (Outside Hitter - Jawa Barat - Jakarta STIN BIN)7. Doni Haryono (Outside Hitter - Jawa Tengah - VC Nagano Tridents)8. Nizar Julfikar (Setter - Jawa Tengah - Jakarta Bhayangkara Presisi)9. Henry Ade Novian (Libero - Jawa Timur - Jakarta Bhayangkara Presisi)10. Fahreza Rakha Abhinaya (Libero - Jawa Timur - Jakarta Bhayangkara Presisi)11. Hernanda Zulfi (Middle Blocker - Jawa Timur - Jakarta Bhayangkara Presisi)12. Ruvan Nurmulki (Opposite - Jawa Timur - Surabaya BIN Samator)13. Yudha Mardiansyah Putra (Middle Blocker - Jawa Timur - Jakarta Bhayangkara Presisi)14. Agil Angga Anggara (Outside Hitter - Jawa Timur - Surabaya BIN Samator)
Daftar Ofisial Voli Putra Timnas Indonesia di SEA Games 202
Berikut adalah daftar ofisial Timnas Indonesia yang akan bermain di SEA Games 2023 di Kamboja:1. Pelatih: Jiang Jie (Cina)2. Asisten Pelatih: Erwin Rusni (Jawa Barat)3. Asisten Pelatih: Jony Sugiyatno (Jawa Timur)4. Trainer: Indra Wahyudi (DKI Jakarta)5. SC: Tarsono (DKI Jakarta)6. Analis Data: Aditya Pahlevi (Jawa Barat)
Jadwal Voli Putra Timnas Indonesia SEA Games 2023
Berikut adalah jadwal pertandingan babak grup voli putra yang akan diikuti Timnas Indonesia di SEA Games 2023:Rabu, 3 Mei 202314.30 WIB: Filipina vs IndonesiaKamis, 4 Mei 202317.00 WIB: Singapura vs IndonesiaSabtu, 6 Mei 202319.30 WIB: Indonesia vs Kamboja",olahraga,Tirto.ID
Pangkalan Militer AS di Suriah Ditembaki 5 Roket dari Irak,"Serangan terjadi sehari setelah Perdana Menteri Irak, Mohammed Shia al-Sudani, kembali dari kunjungannya ke Amerika Serikat untuk bertemu Presiden Joe Biden di Gedung Putih.Dalam sebuah unggahan di Telegram yang berafiliasi dengan Kataib Hezbollah, disebutkan bahwa faksi-faksi bersenjata memutuskan untuk melanjutkan serangan setelah jeda hampir tiga bulan.Pejabat itu menyebutnya sebagai ""serangan roket yang gagal"". Meski belum jelas apakah roket-roket itu gagal mencapai pangkalan atau hancur sebelum mencapai pangkalan.Pasca serangan itu, sebuah pesawat dari koalisi pimpinan AS di Irak dan Suriah juga melakukan serangan terhadap peluncur tersebut.Dua sumber keamanan dan seorang perwira senior militer di Irak mengatakan sebuah truk kecil dengan peluncur roket terpasang di bagian belakang telah diparkir di Zummar, sebuah kota perbatasan dengan Suriah.""Kami sedang berkomunikasi dengan pasukan koalisi di Irak untuk berbagi informasi mengenai serangan ini,"" kata pejabat itu.
",politik,CNN
Saksi Ungkap Setoran Bulanan Puluhan Juta untuk Istri SYL,"Hal itu disampaikan Isnar saat dihadirkan sebagai saksi dalam sidang lanjutan kasus dugaan pemerasan dan penerimaan gratifikasi di Pengadilan Tipikor Jakarta Pusat, Rabu (24/4).Dia menjadi saksi dengan terdakwa SYL selaku mantan Menteri Pertanian, eks Sekretaris Jenderal Kementan Kasdi Subagyono dan eks Direktur Alat dan Mesin Pertanian Direktorat Jenderal Prasarana dan Sarana Kementan Muhammad Hatta.Dalam persidangan, Isnar mengaku diminta menyiapkan uang bulanan oleh mantan ajudan SYL, Panji Hartanto. Ia mengatakan permintaan itu dilakukan sejak 2020.""Kepada siapa?"" tanya hakim.""Uang bulanan untuk Bu Menteri,"" jawab Isnar.Hakim lalu bertanya bagaimana cara Panji meminta uang bulanan tersebut. ""Apa penyampaiannya?"" tanya hakim.""Penyampaiannya tolong uang bulanannya terkirim,"" ujar Isnar.Hakim kembali mendalami kesaksian Isnar dengan bertanya bagaimana cara pemberian uang bulanan itu.Isnar mengatakan uang diberikan dalam bentuk tunai dan diserahkan kepada penjaga rumah dinas SYL, Ubaidillah.""Ada dikasih nomor rekening?"" tanya hakim.""Bukan rekening, kami sampaikan uang cash,"" ujar Isnar.Hakim bertanya dari mana pos anggaran uang yang diberikan kepada istri SYL setiap bulan itu. Isnar mengaku meminjam dari para vendor dan koperasi.Dalam kasus ini, SYL, bersama dua terdakwa lainnya, yaitu Sekretaris Jenderal Kementan Kasdi Subagyono dan Direktur Alat dan Mesin Pertanian Direktorat Jenderal Prasarana dan Sarana Kementan Muhammad Hatta, didakwa melakukan pemerasan dan penerimaan gratifikasi dalam jumlah yang signifikan selama periode 2020-2023.Adapun SYL didakwa melakukan pemerasan hingga mencapai Rp44.546.079.044 dan menerima gratifikasi dianggap suap sejumlah Rp40.647.444.494 selama periode 2020-2023.",politik,CNN
"Profil Shaun Evans, Wasit Kontroversial Pimpin Indonesia vs Korea","Timnas Indonesia U-23vs Korea Selatan U-23 akan bentrok dalam laga perempat final Piala Asia U-23 2024 yang akan digelar di Stadion Abdullah bin Khalifa, Doha, Kamis (25/4) malam waktu setempat atau Jumat (26/4) dini hari WIB.Pertandingan Indonesia vs Korea Selatan U-23 akan dipimpin wasit asal Australia, Shaun Evans. Shaun Evans lahir di Melbourne, 21 Oktober 1987.Wasit berusia 36 tahun ini memiliki banyak pengalaman memimpin pertandingan internasional. Sejak 2012 dia sudah dipercaya memimpin Liga Australia atau A-League.Kemudian pada 2013, Shaun Evans dipercaya untuk menjadi wasit asing di Liga Super China.Mulai 2018, Shaun Evans naik level dengan memimpin pertandingan di AFC Cup dan Asian Games.Pada Asian Games 2018 ini Shaun Evans membuat kontroversi saat memimpin laga Indonesia vs Uni Emirat Arab. Saat itu Shaun Evans memberikan dua penalti untuk UEA yang menyebabkan akhirnya Indonesia kalah di 16 besar Asian Games 2018.Kemudian di 2019, Shaun Evans mendapat kesempatan untuk memimpin pertandingan Kualifikasi Piala Dunia zona Asia.Pada 2023, Shaun Evans terpilih menjadi salah satu wasit yang bertugas di Piala Asia.
Kini pada 2024, Shaun Evans juga bertugas di Piala Asia U-23 2024. Pada Piala Asia U-23 2024, Shaun Evans sudah memimpin satu pertandingan yaitu Tajikistan vs Irak. Pertandingan itu dimenangkan Irak 4-2 atas Tajikistan.Nama Shaun Evans tidak asing di telinga suporter Timnas Indonesia mengingat wasit Australia ini pernah memimpin di Liga 1 dan memimpin beberapa pertandingan Tim Merah Putih.Ada beberapa catatan kontroversi yang pernah dilakukan Shaun Evans berkaitan dengan Indonesia.Selain keputusan kontroversi Shaun Evans yang memberikan dua kali penalti kepada Uni Emirat Arab (UEA), dia juga pernah membuat keputusan kontroversial saat memimpin pertandingan Liga 1 antara Persija vs Persib di Stadion Manahan Solo, 3 November 2017.Ketika itu Shaun Evans membuat keputusan kontroversial dengan menganulir gol penyerang Persib Ezechiel N'Douassel dan menghentikan pertandingan di menit ke-83.Selain itu, Shaun Evans juga dikenal sebagai wasit yang 'murah' kartu karena kerap mengeluarkan kartu kuning.Riwayat Shaun Evans ini harus menjadi perhatian bagi para pemain Timnas Indonesia U-23 agar tidak terpancing emosi jika wasit kembali membuat keputusan kontroversi.[Gambas:Video CNN]",olahraga,CNN
